smiles,type
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Na+],0.0
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Ba+2],0.0
C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,0.0
C([C@H]([C@H]([C@@H]([C@H](C(C(=O)[O-])O)O)O)O)O)O.[Na+],0.0
C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O,0.0
C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,0.0
C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,0.0
C([C@H]([C@H]([C@@H](C=O)O)O)O)O,0.0
C([C@H]([C@H](CO)O)O)O,0.0
C([C@H](C([C@@H](CO)O)O)O)O,0.0
C([C@H](C(=O)O)N)C(=O)O,0.0
C([C@H](C(=O)O)N)O,0.0
C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],0.0
C([N+](=O)[O-])(Br)Br,1.0
C([N+](=O)[O-])(Cl)(Cl)Cl,0.0
C([O-])S(=O)O.O.O.[Na+],0.0
C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,1.0
C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl,0.0
C(=C(Cl)Cl)(Cl)Cl,0.0
C(=C(Cl)Cl)Cl,0.0
C(=C(I)I)(I)I,1.0
C(=C/C(=O)Cl)\C(=O)Cl,0.0
C(=C/C(=O)O)\C(=O)O,0.0
C(=C/Cl)\Cl,0.0
C(=C\C(=O)O)\C(=O)O,0.0
C(=C\Cl)\Cl,0.0
C(=CC1=CC=CC=C1)C1=CC=CC=C1,0.0
C(=CC1=CC=NC=C1)C1=CC=CC=C1,1.0
C(=N)(N)[Se],0.0
C(=N)(N)N.C(=N)(N)N.C(=O)(O)O,0.0
C(=N)(N)N[N+](=O)[O-],0.0
C(=N)(N)S(=O)O,0.0
C(=N/O)\C=N\O,0.0
C(=NN)(N)N.C(=NN)(N)N.OS(=O)(=O)O,0.0
C(=NN)(N)N.Cl,0.0
C(=O)([O-])[O-].[Sr+2],0.0
C(=O)([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],0.0
C(=O)(C(=O)[O-])[O-].[Ca+2],0.0
C(=O)(C(=O)O)O,0.0
C(=O)(C(Br)(Br)Br)O,0.0
C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.0
C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.0
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[NH4+],0.0
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.0
C(=O)(C(Cl)(Cl)Br)O,0.0
C(=O)(C(Cl)(Cl)Cl)[O-].[Na+],0.0
C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0.0
C(=O)(C(Cl)(Cl)Cl)Cl,0.0
C(=O)(C(Cl)(Cl)Cl)N,0.0
C(=O)(C(Cl)(Cl)Cl)O,0.0
C(=O)(N)[O-].[NH4+],0.0
C(=O)(N)N,0.0
C(=O)(N)N.OO,0.0
C(=O)(N)NC(=O)N,0.0
C(=O)(N)NN.Cl,0.0
C(=O)(N)NO,0.0
C(=O)(O[Bi]=O)O[Bi]=O,0.0
C(=O)[O-].[K+],0.0
C(=O)C=O,0.0
C(=O)N,0.0
C(=O)NNC=O,0.0
C(=S)(C(=S)N)N,0.0
C(=S)(N)N,0.0
C(=S)(N)NC(=S)N,0.0
C(=S)(N)NN,0.0
C(=S)(N)NNC(=S)N,0.0
C(=S)(NN)NN,0.0
C(=S)=S,0.0
C(Br)(Br)Br,0.0
C(Br)Br,0.0
C(C#CCO)O,0.0
C(C#N)Br,0.0
C(C#N)C(=O)NN,0.0
C(C#N)C(=O)O,0.0
C(C#N)Cl,0.0
C(C#N)NCC#N,0.0
C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O.C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O.[Ca+2],0.0
C(C(=O)[O-])(Cl)Cl.[Na+],0.0
C(C(=O)[O-])Cl.[Na+],0.0
C(C(=O)[O-])F.[Na+],0.0
C(C(=O)[O-])S.[NH4+],0.0
C(C(=O)C(=O)O)C(=O)O,0.0
C(C(=O)Cl)Cl,0.0
C(C(=O)N)(Cl)Cl,0.0
C(C(=O)N)F,0.0
C(C(=O)N)I,0.0
C(C(=O)NCO)Cl,0.0
C(C(=O)O)(Br)Br,0.0
C(C(=O)O)(Cl)Cl,0.0
C(C(=O)O)Br,0.0
C(C(=O)O)C(=O)O,0.0
C(C(=O)O)C(CC(=O)[O-])(C(=O)[O-])O.[NH4+].[NH4+],0.0
C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.0
C(C(=O)O)F,0.0
C(C(=O)O)N,0.0
C(C(=O)O)N(CC(=O)O)CC(=O)O,0.0
C(C(=O)O)NCC(=O)O,0.0
C(C(=O)O)O.[NH2-].[NH2-].[Pt+2],0.0
C(C(=O)O)OC1=NC(=C(C(=C1Cl)N)Cl)F,0.0
C(C(=O)O)OCC(=O)O,0.0
C(C(=O)O)P(=O)(O)O,0.0
C(C(=O)O)S,0.0
C(C(Br)(Br)Br)(Br)Br,0.0
C(C(Br)Br)(Br)Br,0.0
C(C(C(=O)[O-])[S-])C(=O)[O-].O.[Na+].[Na+].[Au+],0.0
C(C(C(=O)[O-])O)(C(=O)[O-])O.C(C(C(=O)[O-])O)(C(=O)[O-])O.O.O.O.[K+].[K+].[Sb].[Sb],0.0
C(C(C(=O)[O-])O)C(=O)[O-].[Na+].[Na+],0.0
C(C(C(=O)O)Br)Br,0.0
C(C(C(=O)O)Cl)C(=O)O,1.0
C(C(C(=O)O)N)S,0.0
C(C(C(=O)O)N)SCC(=O)O,0.0
C(C(C(=O)O)O)(C(=O)O)O,0.0
C(C(C(=O)O)O)C(=O)O,0.0
C(C(C(=O)O)S(=O)(=O)O)C(=O)O,0.0
C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0.0
C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.0
C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1.0
C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,0.0
C(C(C(CC(=O)O)C(=O)O)C(=O)O)C(=O)O,0.0
C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,0.0
C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F.[K+],0.0
C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1,1.0
C(C(CBr)(CBr)CBr)O,0.0
C(C(CBr)Br)O,0.0
C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br,1.0
C(C(CCl)Cl)Cl,0.0
C(C(CCl)Cl)O,0.0
C(C(CCl)O)Cl,0.0
C(C(CCl)O)O,0.0
C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,0.0
C(C(Cl)(Cl)Cl)(Cl)Cl,0.0
C(C(Cl)(Cl)Cl)(F)(F)F,0.0
C(C(Cl)(Cl)Cl)(NC(=O)NC(C(Cl)(Cl)Cl)O)O,0.0
C(C(Cl)(Cl)Cl)(O)O,0.0
C(C(Cl)(Cl)Cl)Cl,0.0
C(C(Cl)Cl)(Cl)Cl,0.0
C(C(Cl)Cl)Cl,0.0
C(C(CN)O)C(=O)O,0.0
C(C(CO)([N+](=O)[O-])Br)O,0.0
C(C(CO)(CBr)CBr)O,0.0
C(C(CO)(CO)[N+](=O)[O-])O,0.0
C(C(CO)(CO)CO)O,0.0
C(C(CO)(CO)N)O,0.0
C(C(CO)(CO)N)O.Cl,0.0
C(C(CO)O)O,0.0
C(C(CO)OP(=O)([O-])[O-])O.[Ca+2],0.0
C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-],0.0
C(C(COP(=O)([O-])[O-])O)O.[K+].[K+],0.0
C(C(CS(=O)(=O)[O-])S)S.O.[Na+],0.0
C(C(CS)O)O,0.0
C(C(CS)S)O,0.0
C(C(F)(Cl)Cl)(F)(Cl)Cl,0.0
C(C(F)(Cl)Cl)(F)(F)Cl,0.0
C(C(F)(F)F)(Cl)Br,0.0
C(C(F)(F)F)(OC(F)F)Cl,0.0
C(C(F)(F)F)OCC(F)(F)F,0.0
C(C(OC(F)F)(F)F)(F)Cl,0.0
C(C[C@@H](C(=O)O)N)CN.Cl,0.0
C(C[C@@H](C(=O)O)N)CN=C(N)N,0.0
C(C[N+](=O)[O-])C(=O)O,0.0
C(C=O)Cl,0.0
C(C1=C(SC(=C1C#N)N(CC(=O)[O-])CC(=O)[O-])C(=O)[O-])C(=O)[O-].O.O.O.O.O.O.O.[Sr+2].[Sr+2],0.0
C(C1=CC=CC=C1)C1=CC=CC=C1,0.0
C(CBr)Br,0.0
C(CBr)CBr,0.0
C(CBr)Cl,0.0
C(CBr)O,0.0
C(CC#N)C#N,0.0
C(CC#N)CC(CCC#N)C#N,0.0
C(CC(=O)[O-])CO.[Na+],0.0
C(CC(=O)N)[C@H](C(=O)O)N,0.0
C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,0.0
C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,0.0
C(CC(=O)O)[C@@H](C(=O)O)N,0.0
C(CC(=O)O)[C@@H](C(=O)O)N.Cl,0.0
C(CC(=O)O)[C@@H](C(=O)O)NC(=O)N,0.0
C(CC(=O)O)[C@H](C(=O)O)N,0.0
C(CC(=O)O)C(=O)C(=O)O,0.0
C(CC(=O)O)C(=O)CN.Cl,0.0
C(CC(=O)O)C(=O)O,0.0
C(CC(=O)O)C(C(=O)O)N.O,0.0
C(CC(=O)O)CC(=O)O,0.0
C(CC(=O)O)CN,0.0
C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+],0.0
C(CC=O)CC=O,0.0
C(CC1=CC=CC=C1)C1=CC=CC=C1,0.0
C(CC1=CC=CC=C1)NC1=NC(=CS1)C1=CC=CC=C1,1.0
C(CCBr)CBr,0.0
C(CCBr)CCBr,0.0
C(CCC#N)CC#N,0.0
C(CCC(=O)N)CC(=O)N,0.0
C(CCC(=O)O)CC(=O)O,0.0
C(CCC(=O)O)CCC(=O)O,0.0
C(CCC(=O)O)CCN,0.0
C(CCCBr)CCBr,0.0
C(CCCC(=O)O)CCC(=O)O,0.0
C(CCCC(=O)O)CCCC(=O)O,0.0
C(CCCCC(=O)O)CCCC(=O)O,0.0
C(CCCCCC(=O)O)CCCCC(=O)O,0.0
C(CCCCCC(=O)O)CCCCCC(=O)O,0.0
C(CCCCCCBr)CCCCCO,1.0
C(CCCCl)CCCl,0.0
C(CCCCl)CCO,0.0
C(CCCCS)CCCS,0.0
C(CCCN)CCN,0.0
C(CCCN=C(N)N)CCC(=O)NC(C(=O)NCCCCNCCCN)O.Cl.Cl.Cl,0.0
C(CCCN=C=O)CCN=C=O,0.0
C(CCCNCCCCCCN)CCN,0.0
C(CCCO)CCO,0.0
C(CCl)C#N,0.0
C(CCl)C(=O)O,0.0
C(CCl)CCl,0.0
C(CCl)Cl,0.0
C(CCl)N(CCCl)CCCl,0.0
C(CCl)NC(=O)N(CCCl)N=O,0.0
C(CCl)O,0.0
C(CCl)OCCCl,0.0
C(CCl)OCOCCCl,0.0
C(CCl)OP(=O)(OCCCl)OCCCl,0.0
C(CCl)OP(OCCCl)OCCCl,0.0
C(CCl)P(=O)(O)O,0.0
C(CCN)C[C@@H](C(=O)O)N,0.0
C(CCN=C(N)N)CN=C(N)N.OS(=O)(=O)O,0.0
C(CCO)CC(CO)O,0.0
C(CCO)CCO,0.0
C(CCO)CO,0.0
C(CI)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.0
C(CI)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.0
C(Cl)(Br)Br,0.0
C(Cl)(Cl)(Br)Br,0.0
C(Cl)(Cl)(Cl)Br,0.0
C(Cl)(Cl)(Cl)Cl,0.0
C(Cl)(Cl)Br,0.0
C(Cl)(Cl)Cl,0.0
C(Cl)Br,0.0
C(Cl)Cl,0.0
C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Fe+3],0.0
C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Ca+2],0.0
C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,0.0
C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0.0
C(CN(CCO)CCO)C#N,0.0
C(CN(CCO)CCO)N(CCO)CCO,0.0
C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,0.0
C(CN)CN(CCO)CCO,0.0
C(CN)CNCCSP(=O)(O)O,0.0
C(CN)COCCOCCOCCCN,0.0
C(CN)N,0.0
C(CN)N.[Cl-].[Cl-].[Pt+2],0.0
C(CN)N.I.I,0.0
C(CNC(=S)[S-])NC(=S)[S-].[Mn+2],0.0
C(CNCCC#N)C#N,0.0
C(CNCCN)N,0.0
C(CNCCNCCN)N,0.0
C(CNCCNCCNCCN)N,0.0
C(CNCCO)N,0.0
C(CO)[N+](=O)[O-],0.0
C(CO)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.0
C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.0
C(CO)CBr,0.0
C(CO)CO,0.0
C(CO)CSC[C@@H](C(=O)O)N,0.0
C(CO)N,0.0
C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,0.0
C(CO)N(CCO)C=O,0.0
C(CO)N(CCO)CCO,0.0
C(CO)N(CCO)N=O,0.0
C(CO)N1C(=O)N(C(=O)N(C1=O)CCO)CCO,0.0
C(CO)NCCO,0.0
C(CO)NN,0.0
C(CO)O,0.0
C(CO/C=C/[C@@H](C(=O)O)N)N.Cl,0.0
C(CO[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)O,0.0
C(CO[N+](=O)[O-])N(CCO[N+](=O)[O-])CCO[N+](=O)[O-],0.0
C(COC(=O)Cl)OCCOC(=O)Cl,0.0
C(COC(=O)CS)OC(=O)CS,0.0
C(COCCCl)OCCCl,0.0
C(COCCO)N,0.0
C(COCCO)O,0.0
C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,0.0
C(COCCOCCO)O,0.0
C(COCCOCCOCCO)O,0.0
C(COCCOCCOCCOCCO)O,0.0
C(COCCS)OCCS,0.0
C(COS(=O)(=O)O)N,0.0
C(CS(=O)(=O)[O-])CS(=O)(=O)[O-].[Na+].[Na+],0.0
C(CS(=O)(=O)[O-])O.[Na+],0.0
C(CS(=O)(=O)[O-])S.[Na+],0.0
C(CS)C(=O)O,0.0
C(CS)N,0.0
C(CS)N.Cl,0.0
C(CSCCC#N)C#N,0.0
C(CSCCC(=O)O)C(=O)O,0.0
C(CSCCO)O,0.0
C(CSCCS)S,0.0
C(CSCSCCO)O,0.0
C(CSSCCC(=O)O)C(=O)O,0.0
C(CSSCCO)O,0.0
C(F)(F)(F)S(=O)(=O)O,0.0
C(I)(I)I,0.0
C(N(CC1=CC=CC=C1)CC1=CC=CC=C1)C1=CC=CC=C1,1.0
C(N1C=CC=C1)C1=CC=CO1,0.0
C(N1CCNCC1)C1=CC=CC=C1,0.0
C(NC(=O)N(CO)C1C(=O)N(C(=O)N1CO)CO)O,0.0
C(NC(=O)NC1C(=O)NC(=O)N1CO)NC(=O)NC2C(=O)NC(=O)N2CO,0.0
C(NC(=O)NCO)O,0.0
C(NC1=C2NC=NC2=NC=N1)C1=CC=CC=C1,1.0
C(NC1=NC=NC2=C1N=CN2C1CCCCO1)C1=CC=CC=C1,0.0
C(O)S(=O)(=O)[O-].[Na+],0.0
C(O)S(=O)[O-].[Na+],0.0
C(OC(C(F)(F)F)C(F)(F)F)F,0.0
C(OCCl)Cl,0.0
C(P(=O)(O)[O-])(P(=O)(O)[O-])(Cl)Cl.[Na+].[Na+],0.0
C(P(=O)(O)O)P(=O)(O)O,0.0
C(SCC1=CC=CC=C1)C1=CC=CC=C1,1.0
C(SCl)(Cl)(Cl)Cl,0.0
C/C(=C/CCl)/Cl,0.0
C/C(=C\C(=O)NC)/OP(=O)(OC)OC,0.0
C/C(=C\C(=O)OC)/OP(=O)(OC)OC,0.0
C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/C(=O)OC)/C=C/C=C(\C)/C=C/C(=O)O,0.0
C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)/C)/C)/C=C/C=C(/C(=O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@H]3O)O)O)CO[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)\C,0.0
C/C(=C\C1=CC=CC=C1)/[N+](=O)[O-],1.0
C/C(=C\C1=CC=CC=C1)/C=C/2\C(=O)N(C(=S)S2)CC(=O)O,0.0
C/C(=C\C1=CC=CC=C1)/C=O,0.0
C/C(=N\NC(=O)NC1=CC(=CC(=C1)F)F)/C2=C(C=CC=N2)C(=O)[O-].[Na+],0.0
C/C(=N\O)/C(=N/O)/C,0.0
C/C(=N\O)/C1=CC=C(C=C1)OCC(=O)N2CCCCC2,0.0
C/C(=N\OC(=O)N(SN(C(=O)O/N=C(/SC)\C)C)C)/SC,0.0
C/C(=N\OC(=O)NC)/SC,0.0
C/C/1=C/CC[C@@]2([C@@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C,0.0
C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,0.0
C/C=C(/C(=C/C)/C1=CC=C(C=C1)O)\C2=CC=C(C=C2)O,1.0
C/C=C(/CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@H]4C)O)C)C)\C(C)C,0.0
C/C=C(\C)/C#N,0.0
C/C=C(\C)/C(=O)C,0.0
C/C=C(\C)/C(=O)OC/C=C(\C)/CCC=C(C)C,0.0
C/C=C(\C)/C(=O)OCC1=CC=CC=C1,0.0
C/C=C(\C)/C(=O)OCCC(C)CCC=C(C)C,0.0
C/C=C(\C)/C=C/C=C(C)C,0.0
C/C=C(\C)/C=O,0.0
C/C=C/1\[C@@H]2CC3=C([C@]1(CC(=C2)C)N)C=CC(=O)N3,0.0
C/C=C/C(=O)O,0.0
C/C=C/C(=O)OC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])CCCCCC(C)C,1.0
C/C=C/C=C/C(=O)[O-].[K+],0.0
C/C=C/C=C/C(=O)O,0.0
C/C=C/C=C/C=O,0.0
C/C=C/C=C/CCCCCCCO,0.0
C/C=C/C=C/CO,0.0
C/C=C/C=C/COC(=O)C(C)C,0.0
C/C=C/C=N/NC(=O)C1=CC=NC=C1,0.0
C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O.O,0.0
C/C=C/C1=CC(=C(C=C1)O)OC,0.0
C/C=C/C1=CC=C(C=C1)OC,0.0
C/C=C/C1=CC2=C(C=C1)OCO2,0.0
C/C=C\1/C(=O)C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,0.0
C/C=C\1/C(=O)NC(C(=O)O[C@H]\2CC(=O)N[C@@H](C(=O)N[C@H](CSSCC/C=C2)C(=O)N1)C(C)C)C(C)C,0.0
C/C=C\1/CC2CC1C=C2,0.0
C/C=C\C/C=C/CCCCCCCCOC(=O)C,0.0
C[As](=O)(C)O,0.0
C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,0.0
C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.O.O,0.0
C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O.Cl,0.0
C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,0.0
C[C@@]1(C(=O)N(C(=N1)SC)NC2=CC=CC=C2)C3=CC=CC=C3,1.0
C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,1.0
C[C@@]1(C2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN[C@@H](CCCCN)C(=O)O)N(C)C)O,0.0
C[C@@]1(C2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O,0.0
C[C@@]1(C2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O.Cl,0.0
C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N)NC(=O)C(CN)O)O.OS(=O)(=O)O,0.0
C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC[C@H](O3)CNC)N)N)N)O.OS(=O)(=O)O,0.0
C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)OC3C(CC=C(O3)CN)N)N)N)O.C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)OC3C(CC=C(O3)CN)N)N)N)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,0.0
C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@H]2O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N)N)O,0.0
C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,1.0
C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,0.0
C[C@@]12[C@H]3[C@H]4[C@H]([C@@H]([C@@]1(C[C@@H]5[C@]2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O,0.0
C[C@@]12[C@H]3C[C@@H]([C@@H]1C(=O)OC2=O)C=C3,0.0
C[C@@]12CC[C@@H](C1(C)C)C[C@H]2O,0.0
C[C@@]12CC[C@@H](C1(C)C)CC2=O,0.0
C[C@@]12CC[C@@H](C1)C([C@@H]2O)(C)C,0.0
C[C@@]12CC[C@]3(CCC(C[C@H]3[C@H]1C(=O)C=C4[C@]2(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C)C(=O)OC,1.0
C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2C/C=C/3\[C@@H](COC3=O)O)(C)CO)O,0.0
C[C@@]12CC[C@H]3[C@]([C@@]14[C@H](O4)C(=O)O[C@H]2C5=COC=C5)(C(=O)C[C@@H]6[C@@]37COC(=O)C[C@@H]7OC6(C)C)C,0.0
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,0.0
C[C@@]12CCC[C@H]1[C@@H]3CC[C@H]4C[C@H](CC[C@@]4([C@H]3CC2)C)O,0.0
C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,0.0
C[C@@H]([C@@H]([C@H]1CNC2=C(N1)C(=O)NC(=N2)N)O)O.Cl.Cl,0.0
C[C@@H]([C@@H](C1=C(C=CC(=C1)OC)OC)O)N.Cl,0.0
C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,0.0
C[C@@H]([C@@H](C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O.Cl,0.0
C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C,0.0
C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.Cl,0.0
C[C@@H]([C@@H](C1=CC=CC=C1)O)NCCC(=O)C2=CC(=CC=C2)OC.Cl,0.0
C[C@@H]([C@@H]1CC[C@H]([C@H](O1)O[C@@H]2[C@H]([C@@H]([C@@H]([C@H]([C@H]2O)N(C)C(=O)CN)OC)O)N)N)N,0.0
C[C@@H]([C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](C[C@@H](C3=C)O)O)C)OCCC(C)(C)O,0.0
C[C@@H](C(=O)C1=CC=CC=C1)N.Cl,0.0
C[C@@H](C(=O)N[C@@H](C)P(=O)(O)O)N,0.0
C[C@@H](C(=O)N[C@@H](CC(C)C)[C@H](CC(=O)O)O)NC(=O)C[C@@H]([C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)CC(C)C)O,0.0
C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@@H](CCC2=CC=CC=C2)C(=O)O,0.0
